1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1532,1558,1414,1594,1470,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1350,1326,1343,1254,1315,1278,1281,1176,1195,1264,1234,1206,1162,1172,1223,1160,1071,1136,1162,1125,1097,1139,1141,1031,1126,1014,999,989,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,824,821,886,805,662,805,780,780,772,696,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,637,559,493,606,525,599,585,440,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,501,444,446,371,305,517,363,383,352,362,363,305,383,1024,342,390,367,268,268,324,317,297,273,1024,351,302,1024,278,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024,1024
1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1596,1555,1574,1481,1570,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1565,1615,1615,1652,1650,1570,1613,1646,1568,1589,1557,1657,1670,1644,1644,1599,1581,1600,1571,1592,1527,1572,1628,1630,1558,1525,1537,1636,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1522,1462,1494,1492,1547,1593,1487,1474,1421,1444,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1417,1406,1365,1355,1455,1347,1361,1243,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1247,1347,1196,1268,1117,1177,1182,1166,1087,1150,996,1019,1032,1792,1096,1050,1149,1032,1066,944,1040,1064,978,1792,860,824,1792,916,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792,1792
